game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
165059,2025-08-11,2025-08-11 18:10:00,Cincinnati Reds,Philadelphia Phillies,1.80,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,
165064,2025-08-11,2025-08-11 19:05:00,New York Yankees,Minnesota Twins,1.57,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,
165058,2025-08-11,2025-08-11 19:40:00,Chicago White Sox,Detroit Tigers,2.10,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,
165061,2025-08-11,2025-08-11 19:40:00,Kansas City Royals,Washington Nationals,1.62,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,
165065,2025-08-11,2025-08-11 19:40:00,Milwaukee Brewers,Pittsburgh Pirates,1.44,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,
165066,2025-08-11,2025-08-11 19:45:00,St. Louis Cardinals,Colorado Rockies,1.44,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,
165063,2025-08-11,2025-08-11 20:05:00,Texas Rangers,Arizona Diamondbacks,1.62,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,
165060,2025-08-11,2025-08-11 20:10:00,Houston Astros,Boston Red Sox,2.38,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,
165067,2025-08-11,2025-08-11 21:38:00,Los Angeles Angels,Los Angeles Dodgers,2.50,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,
165068,2025-08-11,2025-08-11 21:45:00,San Francisco Giants,San Diego Padres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165062,2025-08-11,2025-08-11 22:05:00,Athletics,Tampa Bay Rays,1.80,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,
